repeat,spearman_vs_full,highest_risk_node,top5_jaccard_vs_full,top5_overlap_vs_full,top10_jaccard_vs_full,top10_overlap_vs_full,top20_jaccard_vs_full,top20_overlap_vs_full
257,0.8220679576178299,0,0.42857142857142855,0.6,0.3333333333333333,0.5,0.5384615384615384,0.7
258,0.7753014249177933,0,0.42857142857142855,0.6,0.6666666666666666,0.8,0.6,0.75
259,0.858385093167702,0,0.6666666666666666,0.8,0.6666666666666666,0.8,0.6,0.75
260,0.8265253927658021,58,0.42857142857142855,0.6,0.3333333333333333,0.5,0.7391304347826086,0.85
261,0.8515162586773841,0,0.25,0.4,0.42857142857142855,0.6,0.5384615384615384,0.7
262,0.8675922542930217,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6666666666666666,0.8
263,0.8464011691633176,0,0.25,0.4,0.42857142857142855,0.6,0.7391304347826086,0.85
264,0.8354037267080747,0,0.25,0.4,0.42857142857142855,0.6,0.5384615384615384,0.7
265,0.8092802338326636,0,0.42857142857142855,0.6,0.8181818181818182,0.9,0.6,0.75
266,0.7639386189258314,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6,0.75
267,0.8673364998173183,0,0.25,0.4,0.42857142857142855,0.6,0.48148148148148145,0.65
268,0.8405188162221412,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
269,0.8679210814760687,0,0.25,0.4,0.5384615384615384,0.7,0.5384615384615384,0.7
270,0.8429667519181587,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.5384615384615384,0.7
271,0.8014249177932042,0,0.42857142857142855,0.6,0.6666666666666666,0.8,0.6,0.75
272,0.7470588235294119,0,0.25,0.4,0.42857142857142855,0.6,0.6666666666666666,0.8
