latency_budget_ms,peak_memory_budget_bytes,method,selected_count,risk_reduction,risk_reduction_std,residual_failure_probability,mitigation_ratio,used_latency_ms,used_peak_extra_memory_bytes
16.0,8388608,topk_dmr_compare_rerun,13,0.013447594471244799,0.0,0.010993071320469157,0.5502139174868098,15.999934748014857,6553600
16.0,8388608,random_dmr_mean,19,0.008409006766103861,0.002360527648692157,0.016031659025610094,0.34405800716585805,15.990510494494975,6553600
24.0,8388608,ilp,35,0.017441044149640556,0.0,0.006999621642073399,0.7136075710160703,23.630237641588455,6553600
24.0,8388608,greedy,35,0.017441044149640556,0.0,0.006999621642073399,0.7136075710160703,23.63023764158845,6553600
24.0,8388608,topk_dmr_compare_rerun,11,0.013481218076049944,0.0,0.010959447715664011,0.5515896412535718,23.999551815251824,6553600
24.0,8388608,random_dmr_mean,30,0.012004968164727584,0.002722844964334693,0.012435697626986372,0.49118826250623626,23.93029563856423,6553600
32.0,8388608,ilp,40,0.01876529689273552,0.0,0.0056753688989784334,0.7677899224454623,31.637502500629274,6553600
32.0,8388608,greedy,40,0.018765296892735525,0.0,0.00567536889897843,0.7677899224454625,31.637502500629267,6553600
32.0,8388608,topk_dmr_compare_rerun,24,0.01832486461880439,0.0,0.006115801172909566,0.7497694528852407,31.99965242084011,6553600
32.0,8388608,random_dmr_mean,29,0.014619957198259554,0.0025767633071924027,0.009820708593454401,0.5981816257728999,31.98624913307443,6553600
